L,prefix_tree_size,num_samples,avg_precision,avg_recall,avg_jaccard,time_seconds
7,64695,12430,0.5846473585411638,0.5846473585411638,0.4507473888407115,5722.470419168472
8,65053,12430,0.610485384821668,0.610485384821668,0.4800266078785789,6630.05201625824
9,65202,12430,0.6073344060069723,0.6073344060069723,0.4736430156060083,7557.382369041443
10,65328,12430,0.5942477876106195,0.5942477876106195,0.45949713199109826,8402.733747243881
